NomeCliente;EnderecoCompleto;ValorFatura;NumeroPaginas
Cliente Ficticio 1186;R IMOS KENNEDY,44,APT 201 31170130  BELO HORIZONTE MG ;37965;4;
Cliente Ficticio 1187;R BAGUARI,   177, CASA 21330160  RIO DE JANEIRO RJ ;1149;4;
Cliente Ficticio 1188;R APURINAS,   421, CASA 2, FD 21540310  RIO DE JANEIRO RJ ;23886;4;
Cliente Ficticio 1189;R OLAVO BILAC,63,/ COND       APT 99050050  PASSO FUNDO RS ;19008;4;
Cliente Ficticio 1190;R NELSON ANTONIO DAIHA,     5, ST D, RUA H 41490550  SALVADOR BA ;11001;4;
Cliente Ficticio 1191;R ANTONIO GALLINA,   200 17519320  MARILIA SP ;7579;4;
Cliente Ficticio 1192;R QUINTINO BOCAIUVA,  1163,   MALINA, APT 301 13466300  AMERICANA SP ;15305;4;
Cliente Ficticio 1193;R VSC DE TAUNAY,   202 14050500  RIBEIRAO PRETO SP ;5314;4;
Cliente Ficticio 1194;R TONELERO,   153, BL 2, APT 506 22030001  RIO DE JANEIRO RJ ;31917;4;
Cliente Ficticio 1195;R HOMERO DE OLIVEIRA,379,COND MANSAO MAXIMS PLAZA,APT 1203 49020190  ARACAJU SE ;31955;4;
Cliente Ficticio 1196;R EXP PAULO DE SOUZA,   424, CASA B 31360270  BELO HORIZONTE MG ;13707;4;
Cliente Ficticio 1197;R SUL AMERICA,   609, CASA A 34525400  SABARA MG ;38134;4;
Cliente Ficticio 1198;R MOZARLANDIA,    48 03383050  SAO PAULO SP ;22285;4;
Cliente Ficticio 1199;R SELSO MAFFESSONI,    80 91751230  PORTO ALEGRE RS ;49358;4;
Cliente Ficticio 1200;R MARMELEIRO,    81, CASA 1 03380140  SAO PAULO SP ;15646;4;
Cliente Ficticio 1201;QE, QD 09, CJ I, CASA 05 71020099  BRASILIA DF ;13518;4;
Cliente Ficticio 1203;EST DOUGLAS W G DE ARAUJO,    37, BL H, APT 34 06335140  CARAPICUIBA SP ;20358;4;
Cliente Ficticio 1204;R DAS IMBAUBAS,    48, FD 09840270  SAO BERNARDO DO CAMPO SP ;9027;4;
Cliente Ficticio 1205;AV MARIA PESTANA,0,QD 10 LT 28 74593410  GOIANIA GO ;20878;4;
Cliente Ficticio 1206;R RUBEN BRAUM,    99 93224610  SAPUCAIA DO SUL RS ;16484;4;
Cliente Ficticio 1207;R MAUES,   688, FT 21235650  RIO DE JANEIRO RJ ;25813;4;
Cliente Ficticio 1208;R ELVIRA,   353, CASA 02 07124400  GUARULHOS SP ;16436;4;
Cliente Ficticio 1209;QI, QD 27, LT 07/09, BL C, APT 204 71060277  BRASILIA DF ;10288;4;
Cliente Ficticio 1210;AV PROF MARIO WERNECK,2230,LJ 10 30575180  BELO HORIZONTE MG ;9161;4;
Cliente Ficticio 1211;AV TIRADENTES,   968, ED ROYAL GARDEM, APT 2601 87013260  MARINGA PR ;37008;4;
Cliente Ficticio 1213;R JOSE MANOEL LOPES,   183 07062125  GUARULHOS SP ;4112;4;
Cliente Ficticio 1214;R CAP MENEZES,   330, APT 101 21320040  RIO DE JANEIRO RJ ;25102;4;
Cliente Ficticio 1215;AV DOM JOAO VI,730,BL B AP 204 30570066  BELO HORIZONTE MG ;33488;4;
Cliente Ficticio 1216;R DO CASTANHEDA,    22 40040050  SALVADOR BA ;8996;4;
Cliente Ficticio 1217;R ME BEATRIZ,    60 31740270  BELO HORIZONTE MG ;17778;4;
Cliente Ficticio 1218;R ANALIA FRANCO,964 14030170  RIBEIRAO PRETO SP ;19509;4;
Cliente Ficticio 1219;AV DAS NACOES,291,PETIT AP HOTEL 88054010  FLORIANOPOLIS SC ;37008;4;
Cliente Ficticio 1220;R CAMPINAS,   500, BL A, APT 41 11701110  PRAIA GRANDE SP ;15298;4;
Cliente Ficticio 1221;R ANTONIO BENEDITO DO AMARAL,65,CASA:02 06130100  OSASCO SP ;4229;4;
Cliente Ficticio 1222;R FRANCISCO AZIANI,   455 14071390  RIBEIRAO PRETO SP ;8743;4;
Cliente Ficticio 1223;R JOAO MEIRELLES,  1179, BL 2, ED POETA ZININHO, APT 22. 88085201  FLORIANOPOLIS SC ;10263;4;
Cliente Ficticio 1224;AV CAP JOAO,    28 09360120  MAUA SP ;2218;4;
Cliente Ficticio 1225;R JOSE MARIA LISBOA,   826, APT 122 01423001  SAO PAULO SP ;30087;4;
Cliente Ficticio 1226;R JOSE DOMINGUES,   310 12900260  BRAGANCA PAULISTA SP ;12487;4;
Cliente Ficticio 1227;PC GUADALAJARA,   140, CASA 1 11080200  SANTOS SP ;11539;4;
Cliente Ficticio 1228;R MNS DE PAULA RODRIGUES,   129, BL 2 - VIVERES, APT 36 11075350  SANTOS SP ;38925;4;
Cliente Ficticio 1229;R MANAUS,    36, CASA 3 06226030  OSASCO SP ;6019;4;
Cliente Ficticio 1230;R PE ALMEIDA SILVA,   116, CASA 1 03256010  SAO PAULO SP ;17673;4;
Cliente Ficticio 1231;VICENTE PIRES, RUA 10, CH 176, LT 25 72007260  BRASILIA DF ;26798;4;
Cliente Ficticio 1232;AV ME TERESA,   621, APT 131 12245680  SAO JOSE DOS CAMPOS SP ;5233;4;
Cliente Ficticio 1233;R PRFA ANA CANDIDA ROLIM,   157 18016520  SOROCABA SP ;16380;4;
Cliente Ficticio 1234;R TORRE AZUL,   162, CASA 01 03254200  SAO PAULO SP ;21029;4;
Cliente Ficticio 1235;R DR DIBER TOBIAS DA SILVA,21 13057512  CAMPINAS SP ;28495;4;
Cliente Ficticio 1236;R COLMAR AMERICANO DA COSTA,121,BLOCO A APARTAMENTO 802 41830600  SALVADOR BA ;27603;4;
Cliente Ficticio 1237;R PIRATININGA,   112 07132475  GUARULHOS SP ;16456;4;
Cliente Ficticio 1239;R DR ARMANDO BARBEDO,   299 91920520  PORTO ALEGRE RS ;18890;4;
Cliente Ficticio 1240;R CORREA DUTRA,    99, APT 412 22210050  RIO DE JANEIRO RJ ;13002;4;
Cliente Ficticio 1241;R COELHO NETO,   123, APT 95 13023020  CAMPINAS SP ;3488;4;
Cliente Ficticio 1242;R CON EUGENIO LEITE,   866, APT 61 05414001  SAO PAULO SP ;29656;4;
Cliente Ficticio 1243;AV ANTONIO CARLOS C DE BARROS,  1371 13105500  CAMPINAS SP ;27980;4;
Cliente Ficticio 1244;AV GARIBALDI DELIBERADOR,    99, BL DOM PEDRO I, APT 66 86050280  LONDRINA PR ;24461;4;
Cliente Ficticio 1245;R TITO DIAS DE ASSIS,   149, CASA A 30570470  BELO HORIZONTE MG ;32269;4;
Cliente Ficticio 1246;R ESMERALDA,   164, CASA 2 07191290  GUARULHOS SP ;18884;4;
Cliente Ficticio 1247;R DR CAMPOS MOURA,   192 03568010  SAO PAULO SP ;45038;4;
Cliente Ficticio 1249;R CEL BORDINI,  1094, ED ED. GISELA, APT 201 90440003  PORTO ALEGRE RS ;17318;4;
Cliente Ficticio 1250;AOS, QD 02, BL G, APT 602 70660027  BRASILIA DF ;47647;4;
Cliente Ficticio 1251;R MARTINHO DE SOUSA,    29, / A 03807290  SAO PAULO SP ;13010;4;
Cliente Ficticio 1252;R MAL HERMES,   766, APT 102 30441110  BELO HORIZONTE MG ;30859;4;
Cliente Ficticio 1253;R PAULO L CURSINO,   100 12227853  SAO JOSE DOS CAMPOS SP ;24440;4;
Cliente Ficticio 1254;AV BRAZ DE PINA,  1739, LJ 21235602  RIO DE JANEIRO RJ ;10570;4;
Cliente Ficticio 1255;R JUSSARA,   176 09290680  SANTO ANDRE SP ;2561;4;
Cliente Ficticio 1256;R SANTOS,176,APT 52 11410330  GUARUJA SP ;25844;4;
Cliente Ficticio 1257;R STA PAULA,    70, CASA BAIXO 91540442  PORTO ALEGRE RS ;19854;4;
Cliente Ficticio 1258;R ANDIROBA,    11, CASA 1 08760060  MOGI DAS CRUZES SP ;18300;4;
Cliente Ficticio 1259;AV DOS INDUSTRIARIOS,695,APART B 90520400  PORTO ALEGRE RS ;30114;4;
Cliente Ficticio 1260;R HENFIL HENRIQUE DE SOUZA FILHO,    14 06823460  EMBU DAS ARTES SP ;22597;4;
Cliente Ficticio 1261;R DR OTAVIO KELLY,    20, APT 202 20511280  RIO DE JANEIRO RJ ;35738;4;
Cliente Ficticio 1262;R SANTOS,  2015, APT 304 30421422  BELO HORIZONTE MG ;21237;4;
Cliente Ficticio 1263;R PRF JOAO DUCK FILHO,   265, CASA 1 81830250  CURITIBA PR ;22861;4;
Cliente Ficticio 1264;AV PAULO SILVA,  2222, BL 3, ED PALACIO JUSTILHIANO, APT 102 49032500  ARACAJU SE ;18700;4;
Cliente Ficticio 1265;R THOMAS ANTONIO GONZAGA,     2, FR 1 06080130  OSASCO SP ;5590;4;
Cliente Ficticio 1266;R JOAO JOSE DUARTE,    67 18056580  SOROCABA SP ;5342;4;
Cliente Ficticio 1267;R JOSE FALCHI,   590 04921090  SAO PAULO SP ;24736;4;
Cliente Ficticio 1268;AV ENG HEITOR A. EIRAS GARCIA,    79, BL A, APT 44 05588000  SAO PAULO SP ;9677;4;
Cliente Ficticio 1269;R CDOR CASTRO,   432 91760200  PORTO ALEGRE RS ;47043;4;
Cliente Ficticio 1270;AV VER ISAIAS PRIETO,   956, CASA 2 13304780  ITU SP ;1941;4;
Cliente Ficticio 1271;R ALVARENGA PEIXOTO,   435, APT 701 30180120  BELO HORIZONTE MG ;61207;4;
Cliente Ficticio 1272;R JOSE BENEDITO DE FARIAS,    49 12307290  JACAREI SP ;37518;4;
Cliente Ficticio 1273;R CHILE,721,CASA 02 18025280  SOROCABA SP ;24743;4;
Cliente Ficticio 1275;R GABRIELE DANNUNZIO,  1400, APT 10R 04619005  SAO PAULO SP ;27641;4;
Cliente Ficticio 1276;R ANA CLARA,   296 03257000  SAO PAULO SP ;13561;4;
Cliente Ficticio 1277;R FRANCISCO DA PAZ,363,CASA 2 09310340  MAUA SP ;7626;4;
Cliente Ficticio 1278;R DRA ALZIRA PIRATH CORREA,   650, BL 7, APT 6 81150300  CURITIBA PR ;33764;4;
Cliente Ficticio 1279;AV PARQUE AGUAS CLARAS,9999,QD 105 LOTE 2525  APTO 302 71906500  BRASILIA DF ;41087;4;
Cliente Ficticio 1280;R S MANOEL,    57, BL SAINT MARTIN, APT - 91 07073010  GUARULHOS SP ;29539;4;
Cliente Ficticio 1281;R ANTONIO TORQUATO,   151 13040420  CAMPINAS SP ;20154;4;
Cliente Ficticio 1282;R PRF ALVES PEDROSO,630,BL 1,APT 55 03721010  SAO PAULO SP ;27244;4;
Cliente Ficticio 1283;R GUSTAVO DE ANDRADE,    49 21235500  RIO DE JANEIRO RJ ;16004;4;
Cliente Ficticio 1285;R SEN NILO COELHO,    40 11702510  PRAIA GRANDE SP ;16102;4;
Cliente Ficticio 1286;R GUILHERME VIELITZ,   255 93546300  NOVO HAMBURGO RS ;11166;4;
Cliente Ficticio 1287;AV ONZE DE JUNHO,  1291, BL A, APT 121 04041054  SAO PAULO SP ;18481;4;
Cliente Ficticio 1288;R TOMAS VELASCO,    38 05549170  SAO PAULO SP ;23454;4;
Cliente Ficticio 1289;QNP, QD 13, CJ N, LT 24 72241314  BRASILIA DF ;20244;4;
Cliente Ficticio 1290;AV BARTOLOMEU DE GUSMAO,    43, BL C SANTA RITA, APT 505 11045400  SANTOS SP ;19287;4;
Cliente Ficticio 1291;R JESUS DIZ,199 17208120  JAU SP ;18127;4;
Cliente Ficticio 1292;R BAGUASSU,    97, APT 51 03344015  SAO PAULO SP ;27710;4;
Cliente Ficticio 1293;R JOAQUIM AGOSTINHO,177,CASA A 87083075  MARINGA PR ;17120;4;
Cliente Ficticio 1294;AV DOS IPES, QD AREA, CH 22 74855390  GOIANIA GO ;38287;4;
Cliente Ficticio 1295;R DR FERNANDO COSTA,   258 11380600  SAO VICENTE SP ;13498;4;
Cliente Ficticio 1296;R JORN ORION AUGUSTO PLATT,   247, BL 7, APT 204 88090430  FLORIANOPOLIS SC ;17825;4;
Cliente Ficticio 1297;R MARIA CRISTINA,   518, FD 11533160  CUBATAO SP ;20324;4;
Cliente Ficticio 1298;R JOAQUIM NABUCO,    41, CASA 1 28035010  CAMPOS DOS GOYTACAZES RJ ;17194;4;
Cliente Ficticio 1299;R AMARO ANTONIO DE ARAUJO,   183 04931030  SAO PAULO SP ;12990;4;
Cliente Ficticio 1300;R SEBASTIAO GUIMARAES CORREA,921 16013303  ARACATUBA SP ;17677;4;
Cliente Ficticio 1301;R IBIRAPUITA,   261, FT 3 21510200  RIO DE JANEIRO RJ ;28195;4;
Cliente Ficticio 1302;R JULIO PEREIRA DA SILVA,55,LOJA 112 31170360  BELO HORIZONTE MG ;15383;4;
Cliente Ficticio 1303;R GENOVEVA DE SOUZA,   465, BL A, APT 202 31030220  BELO HORIZONTE MG ;4684;4;
Cliente Ficticio 1304;R MARCIRIO DA SILVA BARBOSA,   130, CASA 13 91755030  PORTO ALEGRE RS ;9559;4;
Cliente Ficticio 1305;R DR WASHINGTON B DE S FREITAS,   289 96216220  RIO GRANDE RS ;11169;4;
Cliente Ficticio 1306;R VICTORIO SANTIM,2305 08290001  SAO PAULO SP ;5054;4;
Cliente Ficticio 1307;R SILVA RAMOS,  1010, APT 204 69025030  MANAUS AM ;10363;4;
Cliente Ficticio 1308;R QUINA-BRAVA,    12, FD 08040790  SAO PAULO SP ;18572;4;
Cliente Ficticio 1309;R 577,31,RUA OLAVO JOAO CUNHA 88805548  CRICIUMA SC ;11744;4;
Cliente Ficticio 1311;R DA DELFINA,   120, APT 502 20511270  RIO DE JANEIRO RJ ;47403;4;
Cliente Ficticio 1312;R JOAO JOSE DOS SANTOS,   388 05542020  SAO PAULO SP ;17042;4;
Cliente Ficticio 1313;R ONDINA PEDROSA NAHAS,   217 30882770  BELO HORIZONTE MG ;25873;4;
Cliente Ficticio 1314;R 17,90,CS A 71693120  BRASILIA DF ;4744;4;
Cliente Ficticio 1315;R ALFONSO SANCHES SIMON,   651 14403306  FRANCA SP ;15419;4;
Cliente Ficticio 1316;AV DJALMA BATISTA,98,SALA 23A PAVIM. TERREO 69055038  MANAUS AM ;11935;4;
Cliente Ficticio 1317;R GENTIL PORTUGAL DO BRASIL,    55, BL 53, APT 101 30520540  BELO HORIZONTE MG ;10718;4;
Cliente Ficticio 1318;R ATHAUALPA VAZ DE MELLO,    76 13405216  PIRACICABA SP ;1941;4;
Cliente Ficticio 1319;R DR HORTENCIO MENDONCA RIBEIRO,976 14025590  RIBEIRAO PRETO SP ;16297;4;
Cliente Ficticio 1321;R CARLOS ALBERTO DE OLIVEIRA,   176 13807672  MOGI MIRIM SP ;10437;4;
Cliente Ficticio 1322;R JOAQUIM COUTO, 99999, LT 66, CASA 2 25540370  SAO JOAO DE MERITI RJ ;19189;4;
Cliente Ficticio 1323;R BELA VISTA,   400, CASA 2 07272000  GUARULHOS SP ;37198;4;
Cliente Ficticio 1324;R BERNARDO JACINTHO DA VEIGA,    68 81050100  CURITIBA PR ;23937;4;
Cliente Ficticio 1325;R ROBERTO CLAUDIO,    15 03666040  SAO PAULO SP ;4990;4;
Cliente Ficticio 1326;AV VICTOR ANDREW,  4435, CASA 34 18086390  SOROCABA SP ;18725;4;
Cliente Ficticio 1327;R PERNAMBUCO,     5, QD 29 78158210  VARZEA GRANDE MT ;8327;4;
Cliente Ficticio 1328;R GEN ROCA,377,BL 5 AP 201 20521070  RIO DE JANEIRO RJ ;2226;4;
Cliente Ficticio 1329;R S FLORENCIO,  1500, BL 2, APT 102 03733020  SAO PAULO SP ;13577;4;
Cliente Ficticio 1330;R MAXIMILIANO SONZA,   497 95700000  BENTO GONCALVES RS ;27058;4;
Cliente Ficticio 1331;R DESIDERIO FERREIRA,   116, CASA 02 05632000  SAO PAULO SP ;16454;4;
Cliente Ficticio 1332;R HENRIQUE BARCELOS,    52 08275540  SAO PAULO SP ;11402;4;
Cliente Ficticio 1333;R JACARANDA,   467 96825750  SANTA CRUZ DO SUL RS ;4993;4;
Cliente Ficticio 1334;R PARINTINS,   234, CASA 21321190  RIO DE JANEIRO RJ ;23494;4;
Cliente Ficticio 1335;AV VER JULIANO DA COSTA MARQUES,615,APTO 303 78050253  CUIABA MT ;20189;4;
Cliente Ficticio 1336;R JOSE FRANCISCO DE MORAIS,   148 04821150  SAO PAULO SP ;15453;4;
Cliente Ficticio 1337;R ARISTIDES AFFONSO MOREIRA DOS SANTOS,    86 12052590  TAUBATE SP ;49870;4;
Cliente Ficticio 1338;R RIO ABUNA,30,A 69067470  MANAUS AM ;26050;4;
Cliente Ficticio 1339;R CDOR VICENTE MELILLO,   151 04782020  SAO PAULO SP ;22027;4;
Cliente Ficticio 1340;SRES, QD 03, BL I, CASA 39, FD 01 70640095  BRASILIA DF ;15870;4;
Cliente Ficticio 1341;R SEBASTIAO PICAO,    82 06293110  OSASCO SP ;21678;4;
Cliente Ficticio 1342;R PEIXOTO GOMIDE,   459, APT 93 01409001  SAO PAULO SP ;18200;4;
Cliente Ficticio 1343;TV VASILISA GAIDARGI,    41 03932008  SAO PAULO SP ;29770;4;
Cliente Ficticio 1344;AV GEN OLIMPIO DA SILVEIRA,   623, APT 31 01150001  SAO PAULO SP ;36037;4;
Cliente Ficticio 1345;R NOVA PALMEIRA,   615, BL 17, APT 21 03821010  SAO PAULO SP ;5347;4;
Cliente Ficticio 1347;PSG ASSUNCAO,    89 66113350  BELEM PA ;17630;4;
Cliente Ficticio 1348;R GERVASIO CAMPELO,289,APTO 401 50720180  RECIFE PE ;29949;4;
Cliente Ficticio 1349;R ATILA SILVEIRA,    75 21550230  RIO DE JANEIRO RJ ;2467;4;
Cliente Ficticio 1350;R SINGAPURA,    37 13470020  AMERICANA SP ;3996;4;
Cliente Ficticio 1351;R ITUA,270 09761100  SAO BERNARDO DO CAMPO SP ;77;4;
Cliente Ficticio 1352;AV PAULISTA,   347, BL A, APT 601 01311905  SAO PAULO SP ;32146;4;
Cliente Ficticio 1353;R FR GERMANO,    83 03604030  SAO PAULO SP ;28994;4;
Cliente Ficticio 1354;R ELIZA RAMOS DE PROENCA,    55, CASA 1 82950220  CURITIBA PR ;14295;4;
Cliente Ficticio 1355;R JOSE AUGUSTO SILVA,1023,BLOCO :A APT :14 13087570  CAMPINAS SP ;22002;4;
Cliente Ficticio 1357;R ANTONIO DO ESPIRITO SANTO, QD 5, - 29 17051180  BAURU SP ;20650;4;
Cliente Ficticio 1358;R RAFAEL MORENO,   104 13065802  CAMPINAS SP ;7322;4;
Cliente Ficticio 1359;R MURIRI,     5, / A, CASA 1 03727030  SAO PAULO SP ;15707;4;
Cliente Ficticio 1360;AV ENG HEITOR A. EIRAS GARCIA,   180, BL A, APT 244 05588000  SAO PAULO SP ;30475;4;
Cliente Ficticio 1361;R CON EUGENIO LEITE,   852, BL 1, APT 3 05414001  SAO PAULO SP ;28396;4;
Cliente Ficticio 1362;AL S BOAVENTURA,   690, APT 606 24120191  NITEROI RJ ;21969;4;
Cliente Ficticio 1363;R EMILIA,   509 12903200  BRAGANCA PAULISTA SP ;15331;4;
Cliente Ficticio 1364;R MTO CHAMINE,    19 65046050  SAO LUIS MA ;30242;4;
Cliente Ficticio 1365;R LA PLATA,   566, APT 203 90670040  PORTO ALEGRE RS ;6542;4;
Cliente Ficticio 1366;R TRAMANDAI,    55 13056431  CAMPINAS SP ;12704;4;
Cliente Ficticio 1367;R CAMPO GRANDE, QD 10, LT 15, CASA 02 74830040  GOIANIA GO ;2286;4;
Cliente Ficticio 1368;R IWAJIRO TAKAHASHI,   280 02315000  SAO PAULO SP ;28517;4;
Cliente Ficticio 1369;R OURANIA,120,BL 1 AP 51 05445904  SAO PAULO SP ;19084;4;
Cliente Ficticio 1370;R HOMERO BARBOSA SANDOVAL,  2195 14409021  FRANCA SP ;15184;4;
Cliente Ficticio 1371;R ALM MARQUES LEAO,   235 01330010  SAO PAULO SP ;18468;4;
Cliente Ficticio 1372;R ROQUE PIPPA,   686 14110000  RIBEIRAO PRETO SP ;19544;4;
Cliente Ficticio 1373;R CARLOS LINDEMBERG,    94, ED LIBERTY, APT 1012 29092110  VITORIA ES ;15384;4;
Cliente Ficticio 1374;R PRFA MARIA HOSNI CURY,44,CASA 02 02320190  SAO PAULO SP ;22507;4;
Cliente Ficticio 1375;R CEL. FLORIANO DA SILVA BATISTA,0,QD C LT 06 CASA 0 75123410  ANAPOLIS GO ;11893;4;
Cliente Ficticio 1376;R GONCALVES DIAS,  1181, SALA 704 30140091  BELO HORIZONTE MG ;16259;4;
Cliente Ficticio 1377;R LEONOR RODRIGUES BORGES,819 06253290  OSASCO SP ;21313;4;
Cliente Ficticio 1378;R FREDERICO DE ALBUQUERQUE,   102, APT 102 21050840  RIO DE JANEIRO RJ ;24311;4;
Cliente Ficticio 1379;R ALAGOA NOVA,    98, BL 23, APT 44 05202260  SAO PAULO SP ;8521;4;
Cliente Ficticio 1380;R ODILON BATISTA DA SILVA FILHO,   264 18053451  SOROCABA SP ;15465;4;
Cliente Ficticio 1381;TV PE GONCALO DE VERAS,    23 02223250  SAO PAULO SP ;18530;4;
Cliente Ficticio 1383;R PASSAGEM,   302, CASA A 07151690  GUARULHOS SP ;14990;4;
Cliente Ficticio 1384;R ASA DE TELHA,565,APTº 201 22713270  RIO DE JANEIRO RJ ;19551;4;
Cliente Ficticio 1385;R MANOEL CAYLLAUX,   174, APT 201 31030040  BELO HORIZONTE MG ;1593;4;
Cliente Ficticio 1386;R CLAUDIO ROSSI,411 01547000  SAO PAULO SP ;5015;4;
Cliente Ficticio 1387;R ANTONIO AMBUBA,    90, BL 4, APT 202 05782370  SAO PAULO SP ;2989;4;
Cliente Ficticio 1388;AV ACLIMACAO,   689 09172030  SANTO ANDRE SP ;25320;4;
Cliente Ficticio 1389;AV DA IDA,    53 03893040  SAO PAULO SP ;19922;4;
Cliente Ficticio 1390;AV PAULO VI,   677, APT 04 14403138  FRANCA SP ;15362;4;
Cliente Ficticio 1391;R MANDIBA,   103 02541000  SAO PAULO SP ;12990;4;
Cliente Ficticio 1393;R VALDIR ALVES RIBEIRO,   127, CASA 1 28893217  RIO DAS OSTRAS RJ ;17925;4;
Cliente Ficticio 1394;R DO PARQUE,   121, CASA 85 13175660  SUMARE SP ;19920;4;
Cliente Ficticio 1395;R VISTA DO ATLANTICO,    21 57038637  MACEIO AL ;48888;4;
Cliente Ficticio 1396;AV S JOAO,  2400, BL C, APT 171 12242000  SAO JOSE DOS CAMPOS SP ;21264;4;
Cliente Ficticio 1397;R CAMINHO DO PILAR,   475, BL LOUVRE, APT 81 09190000  SANTO ANDRE SP ;33619;4;
Cliente Ficticio 1398;R VINTE E CINCO DE DEZEMBRO,   104, CASA 3 09941370  DIADEMA SP ;15906;4;
Cliente Ficticio 1399;R MAL MASCARENHAS DE MORAIS,   143, APT 303 22030040  RIO DE JANEIRO RJ ;25554;4;
Cliente Ficticio 1400;R AURELIANO LOPES,   158 69918414  RIO BRANCO AC ;9817;4;
Cliente Ficticio 1401;AV AMADOR BUENO DA VEIGA,  1565, CASA 2 03635001  SAO PAULO SP ;3086;4;
Cliente Ficticio 1402;AL ARAGUAIA,   650, APT 52 09560580  SAO CAETANO DO SUL SP ;1937;4;
Cliente Ficticio 1403;AV CEL JOSE DIAS BICALHO,  1002, CASA A 31275050  BELO HORIZONTE MG ;39974;4;
Cliente Ficticio 1404;R DO LAVAPES,   200, APT 63 01519000  SAO PAULO SP ;17862;4;
Cliente Ficticio 1405;R DR DEODATO FERREIRA LEITE,   141 03143070  SAO PAULO SP ;33386;4;
Cliente Ficticio 1406;R DO ORFANATO,   258, CASA 4 22743330  RIO DE JANEIRO RJ ;14275;4;
Cliente Ficticio 1407;R ALFRED BERNHARD NOBEL,    55 86063420  LONDRINA PR ;3581;4;
Cliente Ficticio 1408;R AMOR PERFEITO,    14, AX CASA  B 29104498  VILA VELHA ES ;17719;4;
Cliente Ficticio 1409;R NAUR ANTONIO DOS SANTOS,   127 16071050  ARACATUBA SP ;13742;4;
Cliente Ficticio 1410;R DR FERNANDO COSTA,   793 11380600  SAO VICENTE SP ;18004;4;
Cliente Ficticio 1411;R MATO GROSSO,   279 13478080  AMERICANA SP ;17674;4;
Cliente Ficticio 1412;R ANTONIO FALCHI,    17, APT 22 09350310  MAUA SP ;36202;4;
Cliente Ficticio 1413;R MARTE,   426, BL 01, APT 52 06414000  BARUERI SP ;26170;4;
Cliente Ficticio 1414;R PACULE,   168, CASA 1 07132580  GUARULHOS SP ;13670;4;
Cliente Ficticio 1415;R ALEX BORCHARDT,  1099 89068160  BLUMENAU SC ;19158;4;
Cliente Ficticio 1416;R DR ALFREDO SANTARINI,    52 18071732  SOROCABA SP ;16988;4;
Cliente Ficticio 1417;CNB, QD 02, LT 13, APT 501 72115025  BRASILIA DF ;25435;4;
Cliente Ficticio 1419;R OTONIEL RODRIGUES,   169 18540000  PORTO FELIZ SP ;5931;4;
Cliente Ficticio 1420;R PIRATININGA,   561 17504088  MARILIA SP ;8336;4;
Cliente Ficticio 1421;R ROBERTO PINARELLO DE ALMEIDA,   160, BL 3, APT 405 13207655  JUNDIAI SP ;6147;4;
Cliente Ficticio 1422;R PE JOAO,   785, FD 03637000  SAO PAULO SP ;13120;4;
Cliente Ficticio 1423;BC JORGE TEIXEIRA,    27 69060740  MANAUS AM ;18238;4;
Cliente Ficticio 1424;R HELENA M. LIMA,   691, ED ILHA DE MARMARE, APT 101 58039081  JOAO PESSOA PB ;25895;4;
Cliente Ficticio 1425;R ORQUIDEA,   866 06112070  OSASCO SP ;10051;4;
Cliente Ficticio 1426;R GRACILIANO RAMOS (N REPUBLICA),   171 69077835  MANAUS AM ;55715;4;
Cliente Ficticio 1427;QUADRA QC 6, CJ 06, LT 07 71882256  BRASILIA DF ;27090;4;
Cliente Ficticio 1429;R MANOEL PIMENTA DE ABREU,   116, BL 2, APT 31 08710640  MOGI DAS CRUZES SP ;48744;4;
Cliente Ficticio 1430;R JORN ORLANDO DANTAS,41,APT 202 22231010  RIO DE JANEIRO RJ ;24088;4;
Cliente Ficticio 1431;R DR BENJAMIN A STAUFFER,   880, APT 94 14021617  RIBEIRAO PRETO SP ;12069;4;
Cliente Ficticio 1432;R MANOEL FRANCO,   241, APT 132 09360590  MAUA SP ;2158;4;
Cliente Ficticio 1433;R PRIMO DOTTA, QD 2, - 7 17026740  BAURU SP ;8599;4;
Cliente Ficticio 1434;AV BENJAMIN HARRIS HUNNICUTT,  1750, BL 7, APT 53 07124000  GUARULHOS SP ;13183;4;
Cliente Ficticio 1435;LRG DE SANTANA,     5 41950650  SALVADOR BA ;21839;4;
Cliente Ficticio 1436;AV DR GENTIL DE MOURA,   194 04278000  SAO PAULO SP ;21122;4;
Cliente Ficticio 1437;R JACINTO ALCIDES,   345, CASA 1 21810061  RIO DE JANEIRO RJ ;10183;4;
Cliente Ficticio 1438;R VER ANTONIO GIACOMASSI,   471 81770240  CURITIBA PR ;30592;4;
Cliente Ficticio 1439;R PANGAUA,   858, FD 03665010  SAO PAULO SP ;35788;4;
Cliente Ficticio 1440;R MALLET,    92, APT 101 21061130  RIO DE JANEIRO RJ ;35003;4;
Cliente Ficticio 1441;R NICARAGUA,486 11702240  PRAIA GRANDE SP ;14520;4;
Cliente Ficticio 1442;R PRUDENTE DE MORAIS,  1341, BL COND ANTONIO ROMANO, APT 13 13419260  PIRACICABA SP ;33152;4;
Cliente Ficticio 1443;CNH,0,QD 2, LT2, APT 101 72130525  BRASILIA DF ;16822;4;
Cliente Ficticio 1444;R DR FERRARI,150,CS 2 20770005  RIO DE JANEIRO RJ ;17688;4;
Cliente Ficticio 1445;R ANTONIO PEREIRA SIMOES,    66, CASA 2 03808050  SAO PAULO SP ;22652;4;
